2021-07-23 14:40:12.663830	https://www.encodeproject.org/report/?type=Experiment&control_type%21=%2A&status=released&perturbed=false&replicates.library.biosample.donor.organism.scientific_name=Mus+musculus&files.file_type=bam&assembly=mm10&lab.title%21=Ross+Hardison%2C+PennState&assay_title=DNase-seq&assay_title=ATAC-seq&limit=all
ID	Accession	Assay name	Assay title	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Replicates	Mixed biosamples
/experiments/ENCSR197ZAV/	ENCSR197ZAV	DNase-seq	DNase-seq			C57BL/6JxCAST/EiJ cerebellum tissue female (14 days)	cerebellum			John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF055RDU/,/files/ENCFF241XPJ/,/files/ENCFF405SLB/,/files/ENCFF031MFN/,/files/ENCFF120HQC/,/files/ENCFF386AZZ/,/files/ENCFF166PQJ/,/files/ENCFF625XCD/,/files/ENCFF688EWQ/,/files/ENCFF021TAB/,/files/ENCFF251PBS/,/files/ENCFF902YDH/,/files/ENCFF765DBC/,/files/ENCFF986ZCD/,/files/ENCFF932PEI/,/files/ENCFF005DOH/,/files/ENCFF484BYH/,/files/ENCFF593AEP/,/files/ENCFF615TLA/,/files/ENCFF089RXI/,/files/ENCFF720TYG/,/files/ENCFF287ZZE/,/files/ENCFF966UGO/,/files/ENCFF718NMR/,/files/ENCFF833KAJ/,/files/ENCFF456GWD/,/files/ENCFF694MWP/,/files/ENCFF501WXM/,/files/ENCFF642KQB/,/files/ENCFF696AIM/,/files/ENCFF734YTY/,/files/ENCFF600NOV/,/files/ENCFF156IUB/,/files/ENCFF167HSW/		ENCBS778FPW,ENCBS263HBU	2,1	1		Mus musculus	unknown	14 days										/replicates/61766a01-eb72-4b87-8c3f-08b5723f2d56/,/replicates/0f19a31c-dbfb-4ab7-a60f-dbc358f5a957/	
/experiments/ENCSR701ODD/	ENCSR701ODD	DNase-seq	DNase-seq			C57BL/6JxCAST/EiJ gastrocnemius tissue male (10 days)	gastrocnemius			John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF636ZCQ/,/files/ENCFF763TEY/,/files/ENCFF531DLC/,/files/ENCFF657DPA/,/files/ENCFF400KNF/,/files/ENCFF033YUZ/,/files/ENCFF826QOZ/,/files/ENCFF805GLQ/,/files/ENCFF812LHC/,/files/ENCFF211MLS/,/files/ENCFF723FKE/,/files/ENCFF580LNU/,/files/ENCFF786UJB/,/files/ENCFF171WFI/,/files/ENCFF529CPO/,/files/ENCFF016KQH/,/files/ENCFF058YUH/,/files/ENCFF926URQ/,/files/ENCFF644RZQ/,/files/ENCFF898BIZ/,/files/ENCFF794SRJ/,/files/ENCFF934WPE/,/files/ENCFF638VAQ/,/files/ENCFF473DYB/,/files/ENCFF605CZO/,/files/ENCFF207MFC/,/files/ENCFF984JHT/,/files/ENCFF817EHP/,/files/ENCFF591VCY/,/files/ENCFF090NWO/,/files/ENCFF472OAS/,/files/ENCFF518NZZ/,/files/ENCFF777MJV/,/files/ENCFF566ACQ/		ENCBS955CKU,ENCBS228CJW	2,1	1		Mus musculus	unknown	10 days										/replicates/1858767f-d252-4a3d-82a1-68d18e48c921/,/replicates/03bfd76f-3045-4521-aa0d-1803a7f551bf/	
/experiments/ENCSR121JAB/	ENCSR121JAB	DNase-seq	DNase-seq			C57BL/6JxCAST/EiJ heart tissue male (10 days)	heart			John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF021VSM/,/files/ENCFF369YOW/,/files/ENCFF833XRZ/,/files/ENCFF012XPR/,/files/ENCFF738JWK/,/files/ENCFF520DVP/,/files/ENCFF038HMF/,/files/ENCFF368FAD/,/files/ENCFF264NGH/,/files/ENCFF220NLC/,/files/ENCFF185AOU/,/files/ENCFF413TWC/,/files/ENCFF652NCJ/,/files/ENCFF780GBM/,/files/ENCFF838INZ/,/files/ENCFF261QTR/,/files/ENCFF534PVN/,/files/ENCFF533LFG/,/files/ENCFF766NIM/,/files/ENCFF744YEV/,/files/ENCFF829DBV/,/files/ENCFF632JLH/,/files/ENCFF437JRP/,/files/ENCFF023KWO/,/files/ENCFF908HUV/,/files/ENCFF776GPT/,/files/ENCFF788NMK/,/files/ENCFF255OIS/,/files/ENCFF686KXX/,/files/ENCFF694DPC/,/files/ENCFF947IEB/,/files/ENCFF234CKC/		ENCBS289KXY,ENCBS722VSK	1,2	1		Mus musculus	unknown	10 days										/replicates/0e9d8b51-f2e4-482d-ac90-85c786cbf73b/,/replicates/d0e64dce-6598-444d-b9a2-43e1fa0d3d9a/	
/experiments/ENCSR179PIH/	ENCSR179PIH	DNase-seq	DNase-seq			C57BL/6 hindbrain tissue embryo (14.5 days)	hindbrain	GEO:GSE83167,SCREEN-mm10:C57BL/6_hindbrain_embryo_14.5_days	DNase-seq on 14.5 day embryonic mouse hindbrain	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF103JWR/,/files/ENCFF720ZOJ/,/files/ENCFF259IMC/,/files/ENCFF959BLS/,/files/ENCFF571KKS/,/files/ENCFF746UAY/,/files/ENCFF566XTU/,/files/ENCFF171YON/,/files/ENCFF483NHO/,/files/ENCFF465OHI/,/files/ENCFF908FSJ/,/files/ENCFF043JTL/,/files/ENCFF500OUG/,/files/ENCFF542NRP/,/files/ENCFF770AIL/,/files/ENCFF919FEP/,/files/ENCFF418CIM/,/files/ENCFF037YED/,/files/ENCFF596WHF/,/files/ENCFF138KVI/,/files/ENCFF272RIN/,/files/ENCFF845VSD/,/files/ENCFF335DAX/,/files/ENCFF980CIB/,/files/ENCFF174GKK/,/files/ENCFF202ENC/,/files/ENCFF256YAT/,/files/ENCFF504IZU/,/files/ENCFF431LJQ/,/files/ENCFF916GMH/,/files/ENCFF205BAE/,/files/ENCFF153YLE/,/files/ENCFF903BDU/,/files/ENCFF200DXC/,/files/ENCFF097ITG/,/files/ENCFF196NNK/,/files/ENCFF506HBS/,/files/ENCFF881GNE/,/files/ENCFF600NOU/,/files/ENCFF417DGV/,/files/ENCFF920NHU/,/files/ENCFF460KCY/,/files/ENCFF806CTH/,/files/ENCFF151GRN/,/files/ENCFF891QBK/,/files/ENCFF837DUT/,/files/ENCFF956YRB/,/files/ENCFF331MRL/,/files/ENCFF639HAQ/,/files/ENCFF985MIB/,/files/ENCFF274NPS/,/files/ENCFF369SYF/,/files/ENCFF380OVH/,/files/ENCFF537XKO/,/files/ENCFF663ZIS/,/files/ENCFF424FMN/,/files/ENCFF409OWT/,/files/ENCFF836XAD/,/files/ENCFF702YOI/,/files/ENCFF900WKF/,/files/ENCFF471LFP/,/files/ENCFF972HUS/,/files/ENCFF965UXS/,/files/ENCFF858OHC/,/files/ENCFF572KDF/,/files/ENCFF440PMN/,/files/ENCFF196CWA/,/files/ENCFF182DBS/,/files/ENCFF255APF/,/files/ENCFF107NBQ/,/files/ENCFF733MRQ/,/files/ENCFF809FBH/,/files/ENCFF920SHP/,/files/ENCFF526IVD/,/files/ENCFF039WHY/,/files/ENCFF280JWW/,/files/ENCFF242WME/,/files/ENCFF864YWJ/,/files/ENCFF021NNG/,/files/ENCFF802AZD/,/files/ENCFF083VZJ/,/files/ENCFF979TRS/,/files/ENCFF086LZI/,/files/ENCFF595VUZ/,/files/ENCFF083KVC/,/files/ENCFF745NGO/	/reference-epigenomes/ENCSR514BWH/,/organism-development-series/ENCSR649RBB/	ENCBS921IRD,ENCBS459NPN	2,1	1		Mus musculus	embryonic	14.5 days										/replicates/06ab559f-3af6-4334-b870-55f61b05b10e/,/replicates/6fbef1f7-23c4-44af-aaeb-80626b3f2a15/	
/experiments/ENCSR730MYK/	ENCSR730MYK	DNase-seq	DNase-seq			C57BL/6JxCAST/EiJ thymus tissue female (4 days)	thymus			John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF906NUI/,/files/ENCFF685WIY/,/files/ENCFF583RGX/,/files/ENCFF624SIR/,/files/ENCFF790PUP/,/files/ENCFF840YXR/,/files/ENCFF517PIH/,/files/ENCFF627QDH/,/files/ENCFF785MJH/,/files/ENCFF144UDJ/,/files/ENCFF052VEZ/,/files/ENCFF933MQQ/,/files/ENCFF207NNN/,/files/ENCFF652UMC/,/files/ENCFF693MCY/,/files/ENCFF959LMB/,/files/ENCFF790JJJ/,/files/ENCFF116JXF/,/files/ENCFF458KCS/,/files/ENCFF005SRL/,/files/ENCFF334XHY/,/files/ENCFF038POL/,/files/ENCFF542LSP/,/files/ENCFF741ZGN/,/files/ENCFF625ZXZ/,/files/ENCFF375IJJ/,/files/ENCFF318ALT/,/files/ENCFF475IKI/,/files/ENCFF480MCO/,/files/ENCFF705PXC/,/files/ENCFF495IGL/,/files/ENCFF438CDO/		ENCBS337QCE,ENCBS757POS	1,2	1		Mus musculus	unknown	4 days										/replicates/08d6f8b7-d719-402c-9834-8ea2991f1960/,/replicates/7a3003d2-c3ec-4ffb-abcd-58d51b78cb7d/	
/experiments/ENCSR319PWR/	ENCSR319PWR	DNase-seq	DNase-seq			C57BL/6 R1	R1	SCREEN-mm10:C57BL/6_R1,GEO:GSE172715		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF867CWC/,/files/ENCFF946EVY/,/files/ENCFF559NQI/,/files/ENCFF396IIR/,/files/ENCFF342QAG/,/files/ENCFF996XUJ/,/files/ENCFF740DAX/,/files/ENCFF895HJE/,/files/ENCFF654MWP/,/files/ENCFF415WKO/,/files/ENCFF894LOE/,/files/ENCFF133NJB/,/files/ENCFF287KMX/,/files/ENCFF322OMZ/,/files/ENCFF426TTH/,/files/ENCFF364HSD/,/files/ENCFF256ZRW/,/files/ENCFF064CPU/,/files/ENCFF166NTE/,/files/ENCFF089EBX/,/files/ENCFF852NJH/,/files/ENCFF729TAB/,/files/ENCFF036DSB/,/files/ENCFF469CXO/,/files/ENCFF637NCZ/,/files/ENCFF303GHX/,/files/ENCFF532FPX/,/files/ENCFF532XGA/,/files/ENCFF228JUI/,/files/ENCFF441OKZ/,/files/ENCFF633VKS/,/files/ENCFF785QAS/,/files/ENCFF477LEB/,/files/ENCFF701PQP/,/files/ENCFF432ITO/,/files/ENCFF462HTZ/,/files/ENCFF468CBV/,/files/ENCFF639EBX/,/files/ENCFF949NXD/,/files/ENCFF868QPM/,/files/ENCFF331GPP/,/files/ENCFF872CQX/,/files/ENCFF883UMG/,/files/ENCFF449GZZ/,/files/ENCFF136OGK/,/files/ENCFF714FAC/,/files/ENCFF628POS/,/files/ENCFF970QZS/,/files/ENCFF522QZD/,/files/ENCFF098WGA/,/files/ENCFF502ZYZ/	/experiment-series/ENCSR498GXO/	ENCBS398YOV,ENCBS054ZRK	1,2	3,1		Mus musculus	embryonic											/replicates/34599a3c-d733-4353-9cd9-61f6e61b4d56/,/replicates/18d1615c-ab2a-4325-a831-f4cab5e526b4/,/replicates/6c4e3151-b7af-4197-bf71-7e0351f18730/	
/experiments/ENCSR172RHR/	ENCSR172RHR	DNase-seq	DNase-seq			C57BL/6 embryo tissue embryo (10.5 days)	embryo	GEO:GSE83166,SCREEN-mm10:C57BL/6_embryo_embryo_10.5_days	DNase-seq on 10.5 day mouse embryo.	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF857LVB/,/files/ENCFF252VQF/,/files/ENCFF862SPB/,/files/ENCFF881THL/,/files/ENCFF168TZA/,/files/ENCFF104CTO/,/files/ENCFF156AKM/,/files/ENCFF714UXJ/,/files/ENCFF892RXK/,/files/ENCFF741BBT/,/files/ENCFF616AWV/,/files/ENCFF138IJH/,/files/ENCFF663KPB/,/files/ENCFF443ABD/,/files/ENCFF745AEJ/,/files/ENCFF189WOR/,/files/ENCFF138YUJ/,/files/ENCFF301ECS/,/files/ENCFF604QYI/,/files/ENCFF546LHD/,/files/ENCFF416SPP/,/files/ENCFF069JIA/,/files/ENCFF060NTY/,/files/ENCFF963VOO/,/files/ENCFF721YJS/,/files/ENCFF420ZMK/,/files/ENCFF264ZLU/,/files/ENCFF701IQB/,/files/ENCFF592NYG/,/files/ENCFF588XUK/,/files/ENCFF748LUV/,/files/ENCFF521KPM/,/files/ENCFF185FHA/,/files/ENCFF973RKN/,/files/ENCFF120ALE/,/files/ENCFF698TBF/,/files/ENCFF784YUW/,/files/ENCFF154OAC/,/files/ENCFF413CFX/,/files/ENCFF261DNB/,/files/ENCFF837ORA/,/files/ENCFF566JHT/,/files/ENCFF077CAO/,/files/ENCFF247UIN/,/files/ENCFF004WWQ/,/files/ENCFF698EKN/,/files/ENCFF772NFM/,/files/ENCFF359YEN/,/files/ENCFF976YZG/,/files/ENCFF396UKY/,/files/ENCFF022IAP/,/files/ENCFF209TAM/,/files/ENCFF470AXM/,/files/ENCFF616SEZ/,/files/ENCFF382QKK/,/files/ENCFF672QWN/,/files/ENCFF166FBL/,/files/ENCFF601YWK/,/files/ENCFF494OEH/,/files/ENCFF307HOA/,/files/ENCFF217GJH/,/files/ENCFF750TCN/,/files/ENCFF829UGS/,/files/ENCFF159SBU/,/files/ENCFF382UIT/,/files/ENCFF504WSP/,/files/ENCFF368HFM/,/files/ENCFF340OMP/,/files/ENCFF311EHI/,/files/ENCFF780REL/,/files/ENCFF987KPS/,/files/ENCFF438JMF/,/files/ENCFF797RML/,/files/ENCFF631VRH/,/files/ENCFF198GPY/,/files/ENCFF805YEM/,/files/ENCFF973WFT/,/files/ENCFF890KWG/,/files/ENCFF759IME/,/files/ENCFF383XFS/,/files/ENCFF062EPI/,/files/ENCFF170BNR/,/files/ENCFF809GOV/,/files/ENCFF783ROU/	/organism-development-series/ENCSR950SAY/	ENCBS262GTO,ENCBS946QEY	1,2	1		Mus musculus	embryonic	10.5 days										/replicates/4a0f3194-a788-43a4-a3a6-dcdbb6ad2981/,/replicates/81651f26-5037-4d9e-896c-da48cbabf3d8/	
/experiments/ENCSR935RRY/	ENCSR935RRY	DNase-seq	DNase-seq			C57BL/6 thymus tissue postnatal (0 days)	thymus	SCREEN-mm10:C57BL/6_thymus_postnatal_0_days,GEO:GSE83185	DNase-seq on postnatal mixed mouse thymus	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF473VLK/,/files/ENCFF827LQQ/,/files/ENCFF436TPS/,/files/ENCFF289NHG/,/files/ENCFF176CBJ/,/files/ENCFF581MWF/,/files/ENCFF817CLB/,/files/ENCFF963WYA/,/files/ENCFF577CRU/,/files/ENCFF267MSW/,/files/ENCFF230YCI/,/files/ENCFF717YTT/,/files/ENCFF148FHH/,/files/ENCFF180LIS/,/files/ENCFF056NFC/,/files/ENCFF055FVN/,/files/ENCFF267TGG/,/files/ENCFF964XLC/,/files/ENCFF452JCZ/,/files/ENCFF926UAN/,/files/ENCFF623JGK/,/files/ENCFF282POQ/,/files/ENCFF953QAC/,/files/ENCFF554JWW/,/files/ENCFF275OIY/,/files/ENCFF539ZIX/,/files/ENCFF637XBC/,/files/ENCFF258MQY/,/files/ENCFF962VZK/,/files/ENCFF877NOP/,/files/ENCFF616TMT/,/files/ENCFF094NGY/,/files/ENCFF410JXT/,/files/ENCFF130MZT/,/files/ENCFF916GFS/,/files/ENCFF582CFE/,/files/ENCFF755HKC/,/files/ENCFF064KKS/,/files/ENCFF836ACD/,/files/ENCFF270QPQ/,/files/ENCFF903YFP/,/files/ENCFF062LVL/,/files/ENCFF604QYD/,/files/ENCFF452MSN/,/files/ENCFF786DCC/,/files/ENCFF478IOG/,/files/ENCFF948XFB/,/files/ENCFF238MHA/,/files/ENCFF663IJH/,/files/ENCFF519BSW/,/files/ENCFF686NWI/,/files/ENCFF858LWB/,/files/ENCFF221AFF/,/files/ENCFF314LAZ/,/files/ENCFF384QWM/,/files/ENCFF667VWF/,/files/ENCFF924RSH/,/files/ENCFF092PJA/,/files/ENCFF853EHU/,/files/ENCFF486ARJ/,/files/ENCFF245NLW/,/files/ENCFF934NSE/,/files/ENCFF868ZZP/,/files/ENCFF877ARC/,/files/ENCFF330DWJ/,/files/ENCFF125IRZ/,/files/ENCFF777RJR/,/files/ENCFF999GLT/,/files/ENCFF065PZG/,/files/ENCFF852SDI/,/files/ENCFF681IDO/,/files/ENCFF942HUJ/,/files/ENCFF426EQK/,/files/ENCFF397YYY/,/files/ENCFF305YJT/,/files/ENCFF201GHY/,/files/ENCFF608UCN/,/files/ENCFF403EPR/,/files/ENCFF178TEN/,/files/ENCFF065AYB/,/files/ENCFF658YII/,/files/ENCFF116HYF/,/files/ENCFF912FEE/,/files/ENCFF377KAW/,/files/ENCFF937IAS/,/files/ENCFF044CBM/,/files/ENCFF223XVQ/,/files/ENCFF533WIF/,/files/ENCFF056UQH/,/files/ENCFF190IYH/,/files/ENCFF181DHD/,/files/ENCFF681QFL/,/files/ENCFF168UCJ/,/files/ENCFF069PHQ/,/files/ENCFF039ONP/,/files/ENCFF096VYK/		ENCBS297AVO,ENCBS344JQT	1,2	1		Mus musculus	postnatal	0 days										/replicates/c5c002c0-20c3-43ea-8a3d-ea45eab2de22/,/replicates/f1f1af79-1336-40e3-b746-73e60a18fe35/	
/experiments/ENCSR292QBA/	ENCSR292QBA	DNase-seq	DNase-seq			C57BL/6 midbrain tissue embryo (11.5 days)	midbrain	SCREEN-mm10:C57BL/6_midbrain_embryo_11.5_days,GEO:GSE83170	DNase-seq on 11.5 day (e11.5) embryonic mouse midbrain	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF353SVV/,/files/ENCFF510VTO/,/files/ENCFF837EMB/,/files/ENCFF362PUI/,/files/ENCFF322DDH/,/files/ENCFF496FUH/,/files/ENCFF014YLQ/,/files/ENCFF182PLH/,/files/ENCFF974WCJ/,/files/ENCFF530MQO/,/files/ENCFF899TSD/,/files/ENCFF494STF/,/files/ENCFF313EPE/,/files/ENCFF037FUN/,/files/ENCFF221RGX/,/files/ENCFF287TAP/,/files/ENCFF278VOJ/,/files/ENCFF196ALP/,/files/ENCFF329LSW/,/files/ENCFF436PQD/,/files/ENCFF061NWF/,/files/ENCFF696ABJ/,/files/ENCFF329CUO/,/files/ENCFF416TVY/,/files/ENCFF572KHE/,/files/ENCFF054VMD/,/files/ENCFF174QCI/,/files/ENCFF609INJ/,/files/ENCFF320SKC/,/files/ENCFF130KWF/,/files/ENCFF428YLB/,/files/ENCFF435QWA/,/files/ENCFF813LNS/,/files/ENCFF400KSK/,/files/ENCFF606VGL/,/files/ENCFF288OHT/,/files/ENCFF300DLP/,/files/ENCFF260XQZ/,/files/ENCFF749KTB/,/files/ENCFF122CUG/,/files/ENCFF475OBM/,/files/ENCFF185ZFO/,/files/ENCFF691KFW/,/files/ENCFF842BER/,/files/ENCFF964DTD/,/files/ENCFF708VGP/,/files/ENCFF528OAR/,/files/ENCFF105YWY/,/files/ENCFF085TJJ/,/files/ENCFF904WUR/,/files/ENCFF372DNP/,/files/ENCFF819FJR/,/files/ENCFF918OVD/,/files/ENCFF158HQN/,/files/ENCFF503FPW/,/files/ENCFF906WCV/,/files/ENCFF033RIH/,/files/ENCFF528LBB/,/files/ENCFF702GGW/,/files/ENCFF110ZWN/,/files/ENCFF629JXN/,/files/ENCFF378PFF/,/files/ENCFF056KSD/,/files/ENCFF438MXT/,/files/ENCFF414SMG/,/files/ENCFF294QXE/,/files/ENCFF119UOU/,/files/ENCFF989BPL/,/files/ENCFF683ZUC/,/files/ENCFF572KRY/,/files/ENCFF524WVA/,/files/ENCFF837KMB/,/files/ENCFF155SNY/,/files/ENCFF382EUY/	/reference-epigenomes/ENCSR843IAS/,/organism-development-series/ENCSR072DEA/	ENCBS994RMB,ENCBS677BKM	1,2	1		Mus musculus	embryonic	11.5 days										/replicates/12de64d0-b844-4dd5-ba54-c2b4cd181d8e/,/replicates/a2a65a84-9a10-4966-95f5-ff8ce1bba318/	
/experiments/ENCSR000CNZ/	ENCSR000CNZ	DNase-seq	DNase-seq			C57BL/6 naive thymus-derived CD4-positive, alpha-beta T cell male adult (8 weeks)	naive thymus-derived CD4-positive, alpha-beta T cell	GEO:GSM1014192,UCSC-ENCODE-mm9:wgEncodeEM002910,UCSC-ENCODE-mm9:wgEncodeEM001725	DNase-seq and DGF on 8 week mouse T-Naive	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001QAM/,/files/ENCFF001QAN/,/files/ENCFF001QAO/,/files/ENCFF001QAR/,/files/ENCFF001QAS/,/files/ENCFF001QAW/,/files/ENCFF001QBE/,/files/ENCFF001QBF/,/files/ENCFF001YTW/,/files/ENCFF001YTX/,/files/ENCFF001YUA/,/files/ENCFF001YUB/,/files/ENCFF001OSN/,/files/ENCFF001OSO/,/files/ENCFF001OSP/,/files/ENCFF001OSQ/,/files/ENCFF001OVT/,/files/ENCFF001OVU/,/files/ENCFF001OVW/,/files/ENCFF001OVX/,/files/ENCFF001OWL/,/files/ENCFF001OWP/,/files/ENCFF001QAI/,/files/ENCFF001QAJ/,/files/ENCFF001QAK/,/files/ENCFF001QAL/,/files/ENCFF001QAP/,/files/ENCFF001QAQ/,/files/ENCFF001QBC/,/files/ENCFF001QBD/,/files/ENCFF001YLS/,/files/ENCFF001YLT/,/files/ENCFF001YLU/,/files/ENCFF001YLV/,/files/ENCFF001YTU/,/files/ENCFF001YTV/,/files/ENCFF001YTY/,/files/ENCFF001YTZ/,/files/ENCFF122ZOA/,/files/ENCFF113NPO/,/files/ENCFF029ZRM/,/files/ENCFF729FYF/,/files/ENCFF845RWO/,/files/ENCFF423IFY/,/files/ENCFF247EDW/,/files/ENCFF903TBW/,/files/ENCFF695VUA/,/files/ENCFF759HRW/,/files/ENCFF258WAT/,/files/ENCFF068MHE/,/files/ENCFF185TEY/,/files/ENCFF960AUB/,/files/ENCFF160PUL/,/files/ENCFF305DWH/,/files/ENCFF405OHM/,/files/ENCFF649INH/,/files/ENCFF045BXF/,/files/ENCFF644BIO/,/files/ENCFF835ODU/,/files/ENCFF234ISL/,/files/ENCFF381HKR/,/files/ENCFF061SXC/,/files/ENCFF579EDP/,/files/ENCFF438CMF/,/files/ENCFF460EHH/,/files/ENCFF672ALO/,/files/ENCFF439RTS/,/files/ENCFF357YMU/,/files/ENCFF238XCF/,/files/ENCFF159OZR/,/files/ENCFF779FLK/,/files/ENCFF972CVU/,/files/ENCFF006DZZ/,/files/ENCFF729UFN/,/files/ENCFF648LDS/,/files/ENCFF444FCF/,/files/ENCFF065MXP/,/files/ENCFF057YEG/,/files/ENCFF369ALJ/,/files/ENCFF090GSX/,/files/ENCFF377IGP/,/files/ENCFF990DOF/,/files/ENCFF565MZN/,/files/ENCFF727DYC/,/files/ENCFF422KSF/,/files/ENCFF919HYZ/,/files/ENCFF096XWY/,/files/ENCFF698LVH/,/files/ENCFF758CZN/,/files/ENCFF312NWP/,/files/ENCFF991WNV/,/files/ENCFF293GYI/,/files/ENCFF349JRT/,/files/ENCFF569AIV/,/files/ENCFF031QPQ/,/files/ENCFF972HWE/,/files/ENCFF843IBH/,/files/ENCFF198YYN/,/files/ENCFF408SRG/,/files/ENCFF772XLZ/,/files/ENCFF325LYK/,/files/ENCFF951DVR/,/files/ENCFF573WYU/,/files/ENCFF421JQU/,/files/ENCFF420QRC/,/files/ENCFF601WNX/,/files/ENCFF474PMM/,/files/ENCFF171XTE/,/files/ENCFF781WOC/,/files/ENCFF296KHW/,/files/ENCFF743RGV/,/files/ENCFF751KFA/,/files/ENCFF971XIZ/,/files/ENCFF976GEG/,/files/ENCFF403CBL/,/files/ENCFF801TLN/,/files/ENCFF372KAK/,/files/ENCFF477DJJ/,/files/ENCFF131JZT/,/files/ENCFF047IZS/,/files/ENCFF438ODI/,/files/ENCFF723SHA/,/files/ENCFF249BMV/,/files/ENCFF932JDG/,/files/ENCFF637HAE/,/files/ENCFF299ZOO/,/files/ENCFF286DQP/,/files/ENCFF102KWB/,/files/ENCFF725KPV/,/files/ENCFF195GNQ/,/files/ENCFF127FJJ/,/files/ENCFF461LIY/,/files/ENCFF498NIT/,/files/ENCFF388WGY/,/files/ENCFF727UFK/,/files/ENCFF775QPT/,/files/ENCFF654XXK/		ENCBS222ENC,ENCBS426HYF,ENCBS921OHQ,ENCBS666PIR	1,2,4,3	1,2		Mus musculus	adult	8 weeks										/replicates/e433b421-9cba-45d7-9e9e-14fa701c72e5/,/replicates/dc006af2-7b85-4a8b-be61-99ebd7c10478/,/replicates/e9d39170-7f65-493b-9096-082a0d667c58/,/replicates/0e1ae80b-541e-4d5b-93b2-9ff35d02e486/,/replicates/94281643-d8db-4423-b3f5-b5d82c79d14b/	
/experiments/ENCSR959HKR/	ENCSR959HKR	DNase-seq	DNase-seq			C57BL/6 embryonic facial prominence tissue embryo (14.5 days)	embryonic facial prominence	SCREEN-mm10:C57BL/6_embryonic_facial_prominence_embryo_14.5_days,GEO:GSE83186	DNase-seq on 14.5 day mixed embryonic mouse craniofacial tissue	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF939GKX/,/files/ENCFF238EKO/,/files/ENCFF316IAZ/,/files/ENCFF298HXV/,/files/ENCFF059WZA/,/files/ENCFF213ZMJ/,/files/ENCFF662ZRQ/,/files/ENCFF890TCP/,/files/ENCFF533KOQ/,/files/ENCFF496IYE/,/files/ENCFF466XEJ/,/files/ENCFF652YKD/,/files/ENCFF550CFE/,/files/ENCFF729DYH/,/files/ENCFF617HTH/,/files/ENCFF709XDD/,/files/ENCFF553ZPE/,/files/ENCFF891BQX/,/files/ENCFF845TII/,/files/ENCFF318UHD/,/files/ENCFF500BBG/,/files/ENCFF340ANZ/,/files/ENCFF266HHZ/,/files/ENCFF793PHZ/,/files/ENCFF665DNG/,/files/ENCFF033YBI/,/files/ENCFF036GVJ/,/files/ENCFF527ZZM/,/files/ENCFF747MVU/,/files/ENCFF517GER/,/files/ENCFF003LQU/,/files/ENCFF446CRA/,/files/ENCFF410SEI/,/files/ENCFF113IAK/,/files/ENCFF350NLA/,/files/ENCFF079JBI/,/files/ENCFF587UJA/,/files/ENCFF243EPV/,/files/ENCFF234NRL/,/files/ENCFF507VVV/,/files/ENCFF944JMD/,/files/ENCFF345VUM/,/files/ENCFF120FLV/,/files/ENCFF520QKD/,/files/ENCFF916EUB/,/files/ENCFF775GDP/,/files/ENCFF137KFH/,/files/ENCFF142LPG/,/files/ENCFF440EEP/,/files/ENCFF269CII/,/files/ENCFF353HPA/,/files/ENCFF771TEQ/,/files/ENCFF892CDK/,/files/ENCFF418OEL/,/files/ENCFF010CEW/,/files/ENCFF666GBM/,/files/ENCFF846MUB/,/files/ENCFF744PVU/,/files/ENCFF314BIP/,/files/ENCFF580UUE/,/files/ENCFF079ASN/,/files/ENCFF815AKU/,/files/ENCFF254DJV/,/files/ENCFF428KFJ/,/files/ENCFF357ZIK/,/files/ENCFF582LEU/,/files/ENCFF769XVD/,/files/ENCFF115IRF/,/files/ENCFF501HEG/,/files/ENCFF201EOU/,/files/ENCFF179LXO/,/files/ENCFF919NZF/,/files/ENCFF440FFC/,/files/ENCFF951LNJ/,/files/ENCFF879LKP/,/files/ENCFF846LBQ/,/files/ENCFF672CEW/,/files/ENCFF141ZIC/,/files/ENCFF916OWF/,/files/ENCFF798GAA/,/files/ENCFF050CLO/,/files/ENCFF506SVL/	/reference-epigenomes/ENCSR006XBO/,/organism-development-series/ENCSR641QXM/	ENCBS581IAA,ENCBS249FSZ	1,2	1		Mus musculus	embryonic	14.5 days										/replicates/71bd81cd-41fa-43c7-bc70-10352d801419/,/replicates/a3d9a0a6-1057-4146-aedf-c12bae57c131/	
