File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF001PCH	bam	bam		alignments	mm9	ENCSR000CMJ	DNase-seq	/mouse-donors/ENCDO881PNH/	EFO:0007069	3134	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		1	1_1		36					/files/ENCFF726CHP/	1362567305	John Stamatoyannopoulos, UW	19749d5f69b107e58bf3cf50eda4aa2d		https://www.encodeproject.org/files/ENCFF001PCH/@@download/ENCFF001PCH.bam				archived	s3://encode-public/2011/05/06/f062a640-9935-404a-9e2c-c37839fe7494/ENCFF001PCH.bam	Lab custom mm9	archived	low spot score	insufficient read length	extremely low read depth
ENCFF270AFL	bam	bam		unfiltered alignments	mm10	ENCSR000CMJ	DNase-seq	/mouse-donors/ENCDO881PNH/	EFO:0007069	3134	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		1	1_1		36					/files/ENCFF072DJC/, /files/ENCFF413VUG/, /files/ENCFF967GQJ/, /files/ENCFF727JMH/, /files/ENCFF726CHP/, /files/ENCFF420XKP/, /files/ENCFF850CSA/, /files/ENCFF340HIY/	9932266991	ENCODE Processing Pipeline	73f6908db16c6e9752672fa3dfdc4eb4		https://www.encodeproject.org/files/ENCFF270AFL/@@download/ENCFF270AFL.bam				released	s3://encode-public/2019/01/07/47efb672-7220-46c0-b6a7-d71957ad75d7/ENCFF270AFL.bam	ENCODE3 mm10	archived	low spot score	insufficient read length	extremely low read depth
ENCFF287ZIB	bam	bam		unfiltered alignments	mm10	ENCSR000CMJ	DNase-seq	/mouse-donors/ENCDO881PNH/	EFO:0007069	3134	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		2	2_1		36					/files/ENCFF453ODB/, /files/ENCFF788AAX/, /files/ENCFF049ESY/, /files/ENCFF556KXP/, /files/ENCFF340HIY/	1468170195	ENCODE Processing Pipeline	40214a71d1a5eca5ccea4c8d77ebff3e		https://www.encodeproject.org/files/ENCFF287ZIB/@@download/ENCFF287ZIB.bam				released	s3://encode-public/2019/01/07/882817f8-00c0-478b-b53e-480fcfc09bf8/ENCFF287ZIB.bam	ENCODE3 mm10	archived	low spot score	insufficient read length	extremely low read depth
ENCFF935UPN	bam	bam		alignments	mm10	ENCSR000CMJ	DNase-seq	/mouse-donors/ENCDO881PNH/	EFO:0007069	3134	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		1	1_1		36					/files/ENCFF270AFL/	8062233091	ENCODE Processing Pipeline	a02e06601d23ddc69a7b4954ac48053a		https://www.encodeproject.org/files/ENCFF935UPN/@@download/ENCFF935UPN.bam				released	s3://encode-public/2019/01/07/6f5d0a00-9283-4a89-bbd2-7c339c035b18/ENCFF935UPN.bam	ENCODE3 mm10	archived	low spot score	insufficient read length	extremely low read depth
ENCFF085FVP	bam	bam		alignments	mm10	ENCSR000CMJ	DNase-seq	/mouse-donors/ENCDO881PNH/	EFO:0007069	3134	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		2	2_1		36					/files/ENCFF287ZIB/	971745812	ENCODE Processing Pipeline	23c21b64c399b4c5c015e53fbe3e571b		https://www.encodeproject.org/files/ENCFF085FVP/@@download/ENCFF085FVP.bam				released	s3://encode-public/2019/01/07/41aa0c3f-c399-47c9-80b4-74f3feb5b0ab/ENCFF085FVP.bam	ENCODE3 mm10	archived	low spot score	insufficient read length	extremely low read depth
ENCFF308HMH	bam	bam		unfiltered alignments	mm10	ENCSR000CMJ	DNase-seq	/mouse-donors/ENCDO881PNH/	EFO:0007069	3134	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		1	1_1		36					/files/ENCFF726CHP/, /files/ENCFF727JMH/, /files/ENCFF967GQJ/, /files/ENCFF420XKP/, /files/ENCFF063EBQ/, /files/ENCFF413VUG/, /files/ENCFF072DJC/, /files/ENCFF850CSA/	13126518377	ENCODE Processing Pipeline	8afd67dcbd7eb13d4b1b419251c73f36		https://www.encodeproject.org/files/ENCFF308HMH/@@download/ENCFF308HMH.bam				released	s3://encode-public/2020/10/15/d5206d14-caa2-4ab0-bcfb-c2fca21dd160/ENCFF308HMH.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low spot score	insufficient read length	extremely low read depth
ENCFF160TOR	bam	bam		unfiltered alignments	mm10	ENCSR000CMJ	DNase-seq	/mouse-donors/ENCDO881PNH/	EFO:0007069	3134	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		2	2_1		36					/files/ENCFF063EBQ/, /files/ENCFF453ODB/, /files/ENCFF049ESY/, /files/ENCFF788AAX/, /files/ENCFF556KXP/	1624220851	ENCODE Processing Pipeline	3f21e3362680daeed707c05039ce3a6a		https://www.encodeproject.org/files/ENCFF160TOR/@@download/ENCFF160TOR.bam				released	s3://encode-public/2020/10/15/413fb9d4-f05e-4638-a18e-fb97ccbfc745/ENCFF160TOR.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low spot score	insufficient read length	extremely low read depth
ENCFF062HQZ	bam	bam		alignments	mm10	ENCSR000CMJ	DNase-seq	/mouse-donors/ENCDO881PNH/	EFO:0007069	3134	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		1	1_1		36					/files/ENCFF882SRG/, /files/ENCFF308HMH/	7887114664	ENCODE Processing Pipeline	b52fb77ff07953de43f22a9965d8a696		https://www.encodeproject.org/files/ENCFF062HQZ/@@download/ENCFF062HQZ.bam				released	s3://encode-public/2020/10/15/82a29edb-c9ab-4e3d-94a1-2e148f21b860/ENCFF062HQZ.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low spot score	insufficient read length	extremely low read depth
ENCFF217ENT	bam	bam		alignments	mm10	ENCSR000CMJ	DNase-seq	/mouse-donors/ENCDO881PNH/	EFO:0007069	3134	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		2	2_1		36					/files/ENCFF160TOR/, /files/ENCFF882SRG/	948651001	ENCODE Processing Pipeline	d228a3f8430fce93a6d9f86c80cfc1d7		https://www.encodeproject.org/files/ENCFF217ENT/@@download/ENCFF217ENT.bam				released	s3://encode-public/2020/10/15/158e2be1-2cd5-47e3-aba5-7a7c6a9b38d3/ENCFF217ENT.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low spot score	insufficient read length	extremely low read depth
ENCFF001PNT	bam	bam		alignments	mm9	ENCSR000CNG	DNase-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002113	kidney	tissue	Mus musculus											DNA						2011-07-01	ENCODE		see document		2	2_1		36					/files/ENCFF001POP/	1209194061	John Stamatoyannopoulos, UW	138f15ef247a1a74285a7ebfd9bda32a		https://www.encodeproject.org/files/ENCFF001PNT/@@download/ENCFF001PNT.bam				archived	s3://encode-public/2011/05/06/f6672dad-7254-4f81-884b-f5cac78c7b0b/ENCFF001PNT.bam	Lab custom mm9	archived	low read depth, low spot score		
ENCFF001OLF	bam	bam		alignments	mm9	ENCSR000CNG	DNase-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002113	kidney	tissue	Mus musculus											DNA						2011-07-01	ENCODE		see document		1	1_1		36					/files/ENCFF467LFF/, /files/ENCFF492LGM/, /files/ENCFF001OKC/, /files/ENCFF610IEF/, /files/ENCFF001OKD/	8320509046	John Stamatoyannopoulos, UW	a52b032b89d04a5d530c7048bfa0aa8b		https://www.encodeproject.org/files/ENCFF001OLF/@@download/ENCFF001OLF.bam				archived	s3://encode-public/2012/05/01/9f8c6a8c-ec88-45f6-9fae-665e6699ccb9/ENCFF001OLF.bam	Lab custom mm9	archived	low read depth, low spot score		
ENCFF001PNM	bam	bam		alignments	mm9	ENCSR000CNG	DNase-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002113	kidney	tissue	Mus musculus											DNA						2011-07-01	ENCODE		see document		1	1_1		36					/files/ENCFF001PPE/	1711606229	John Stamatoyannopoulos, UW	fe5e7b8c353b9341f567be164b34c790		https://www.encodeproject.org/files/ENCFF001PNM/@@download/ENCFF001PNM.bam				archived	s3://encode-public/2011/05/06/c7db3690-b6c0-456f-af1c-5166276ece8c/ENCFF001PNM.bam	Lab custom mm9	archived	low read depth, low spot score		
ENCFF528WKU	bam	bam		unfiltered alignments	mm10	ENCSR000CNG	DNase-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002113	kidney	tissue	Mus musculus											DNA						2011-07-01	ENCODE		see document		1	1_1		36					/files/ENCFF492LGM/, /files/ENCFF467LFF/, /files/ENCFF610IEF/, /files/ENCFF001PPE/, /files/ENCFF001OKD/, /files/ENCFF001OKC/, /files/ENCFF340HIY/	7832569128	ENCODE Processing Pipeline	d9deb75368b61f7d904daa4983479b93		https://www.encodeproject.org/files/ENCFF528WKU/@@download/ENCFF528WKU.bam				released	s3://encode-public/2018/05/22/8aa540f0-a5cc-420d-b5e1-cba3354047d7/ENCFF528WKU.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF323QSE	bam	bam		unfiltered alignments	mm10	ENCSR000CNG	DNase-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002113	kidney	tissue	Mus musculus											DNA						2011-07-01	ENCODE		see document		2	2_1		36					/files/ENCFF001POP/, /files/ENCFF340HIY/	1519088674	ENCODE Processing Pipeline	f7d2fa703332edd51d92cd892a314821		https://www.encodeproject.org/files/ENCFF323QSE/@@download/ENCFF323QSE.bam				released	s3://encode-public/2018/05/22/3487a4f3-a28a-46f2-a2b8-a50296762987/ENCFF323QSE.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF695COY	bam	bam		alignments	mm10	ENCSR000CNG	DNase-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002113	kidney	tissue	Mus musculus											DNA						2011-07-01	ENCODE		see document		1	1_1		36					/files/ENCFF528WKU/	6405560402	ENCODE Processing Pipeline	cf6edd08b51af9db7f980ae28ed4eb60		https://www.encodeproject.org/files/ENCFF695COY/@@download/ENCFF695COY.bam				released	s3://encode-public/2018/05/22/709f22bd-3fa4-4f15-a174-bf5b7c092dc3/ENCFF695COY.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF811ZYM	bam	bam		alignments	mm10	ENCSR000CNG	DNase-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002113	kidney	tissue	Mus musculus											DNA						2011-07-01	ENCODE		see document		2	2_1		36					/files/ENCFF323QSE/	1244476468	ENCODE Processing Pipeline	5064a5ed71b4414c94fd3e15d6e02ce4		https://www.encodeproject.org/files/ENCFF811ZYM/@@download/ENCFF811ZYM.bam				released	s3://encode-public/2018/05/22/566cb69d-2a6d-4c21-b318-7ee0cc6c2dcb/ENCFF811ZYM.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF389HGE	bam	bam		alignments	mm10	ENCSR000CNG	DNase-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002113	kidney	tissue	Mus musculus											DNA						2011-07-01	ENCODE		see document		1	1_1		36					/files/ENCFF882SRG/, /files/ENCFF638QRL/	6390425664	ENCODE Processing Pipeline	3e408b96a174fea3f1cf72574a167ac2		https://www.encodeproject.org/files/ENCFF389HGE/@@download/ENCFF389HGE.bam				released	s3://encode-public/2021/02/08/cd211a19-cae7-4265-9001-8d1c2d7da061/ENCFF389HGE.bam	ENCODE4 v3.0.0 mm10	released	low read depth, low spot score		
ENCFF638QRL	bam	bam		unfiltered alignments	mm10	ENCSR000CNG	DNase-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002113	kidney	tissue	Mus musculus											DNA						2011-07-01	ENCODE		see document		1	1_1		36					/files/ENCFF001PPE/, /files/ENCFF467LFF/, /files/ENCFF492LGM/, /files/ENCFF001OKD/, /files/ENCFF001OKC/, /files/ENCFF063EBQ/, /files/ENCFF610IEF/	9233692339	ENCODE Processing Pipeline	46ac3e80591e554c670f3195e9925849		https://www.encodeproject.org/files/ENCFF638QRL/@@download/ENCFF638QRL.bam				released	s3://encode-public/2021/02/08/0af20617-2515-488f-9c87-d7bbb545b355/ENCFF638QRL.bam	ENCODE4 v3.0.0 mm10	released	low read depth, low spot score		
ENCFF321AJA	bam	bam		alignments	mm10	ENCSR000CNG	DNase-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002113	kidney	tissue	Mus musculus											DNA						2011-07-01	ENCODE		see document		2	2_1		36					/files/ENCFF132JTA/, /files/ENCFF882SRG/	1244619545	ENCODE Processing Pipeline	1038fc681c30759693738c143ba012b9		https://www.encodeproject.org/files/ENCFF321AJA/@@download/ENCFF321AJA.bam				released	s3://encode-public/2021/02/08/9dba103e-c681-41bc-9134-1ab05695e864/ENCFF321AJA.bam	ENCODE4 v3.0.0 mm10	released	low read depth, low spot score		
ENCFF132JTA	bam	bam		unfiltered alignments	mm10	ENCSR000CNG	DNase-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002113	kidney	tissue	Mus musculus											DNA						2011-07-01	ENCODE		see document		2	2_1		36					/files/ENCFF063EBQ/, /files/ENCFF001POP/	1758222054	ENCODE Processing Pipeline	24a8d17edb581b44a2b08aeff600480e		https://www.encodeproject.org/files/ENCFF132JTA/@@download/ENCFF132JTA.bam				released	s3://encode-public/2021/02/08/11887ab0-2dd3-4749-99ec-7f77eb8d8616/ENCFF132JTA.bam	ENCODE4 v3.0.0 mm10	released	low read depth, low spot score		
ENCFF001PIJ	bam	bam		alignments	mm9	ENCSR000CMV	DNase-seq	/mouse-donors/ENCDO013AAA/	EFO:0005916	ES-CJ7	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		2	2_1		36					/files/ENCFF001PJR/	1557929578	John Stamatoyannopoulos, UW	46bc34f4b66881b071b65d7ad982d2b2		https://www.encodeproject.org/files/ENCFF001PIJ/@@download/ENCFF001PIJ.bam				archived	s3://encode-public/2011/05/06/26cac783-5076-47bc-b7e8-bce70bbf9fc6/ENCFF001PIJ.bam	Lab custom mm9	archived	low read depth, low spot score		
ENCFF001OKP	bam	bam		alignments	mm9	ENCSR000CMV	DNase-seq	/mouse-donors/ENCDO013AAA/	EFO:0005916	ES-CJ7	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		1	1_1, 1_2		36					/files/ENCFF001OHW/, /files/ENCFF001OHV/, /files/ENCFF376DTQ/, /files/ENCFF001OHX/	11768081283	John Stamatoyannopoulos, UW	8a11a10af045e90046de6ac4309f7c88		https://www.encodeproject.org/files/ENCFF001OKP/@@download/ENCFF001OKP.bam				archived	s3://encode-public/2012/05/01/3b4f1223-4e27-4f62-9c1c-a9528dbc30ae/ENCFF001OKP.bam	Lab custom mm9	archived	low read depth, low spot score		
ENCFF001PIH	bam	bam		alignments	mm9	ENCSR000CMV	DNase-seq	/mouse-donors/ENCDO013AAA/	EFO:0005916	ES-CJ7	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		1	1_1		36					/files/ENCFF001PJK/	1581488019	John Stamatoyannopoulos, UW	11890d995fb712040e7a9c1c0583d3cc		https://www.encodeproject.org/files/ENCFF001PIH/@@download/ENCFF001PIH.bam				archived	s3://encode-public/2011/05/06/0931959c-4dc4-4428-bdbd-503e377fd539/ENCFF001PIH.bam	Lab custom mm9	archived	low read depth, low spot score		
ENCFF677DWU	bam	bam		unfiltered alignments	mm10	ENCSR000CMV	DNase-seq	/mouse-donors/ENCDO013AAA/	EFO:0005916	ES-CJ7	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		1	1_1		36					/files/ENCFF001OHX/, /files/ENCFF001PJK/, /files/ENCFF001OHW/, /files/ENCFF001OHV/, /files/ENCFF340HIY/	2834663726	ENCODE Processing Pipeline	a401382843a99ea67c044b0a4a5ab631		https://www.encodeproject.org/files/ENCFF677DWU/@@download/ENCFF677DWU.bam				released	s3://encode-public/2018/05/22/9534ac18-3251-4f3a-b06e-246b0e43d5d3/ENCFF677DWU.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF151KCT	bam	bam		unfiltered alignments	mm10	ENCSR000CMV	DNase-seq	/mouse-donors/ENCDO013AAA/	EFO:0005916	ES-CJ7	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		1	1_2		36					/files/ENCFF340HIY/, /files/ENCFF500YKJ/, /files/ENCFF376DTQ/	18969816231	ENCODE Processing Pipeline	61afe8487755cdebdbfae3d6db7893cf		https://www.encodeproject.org/files/ENCFF151KCT/@@download/ENCFF151KCT.bam				released	s3://encode-public/2018/05/22/976a9af5-fe3b-4996-b544-a00338fd92d6/ENCFF151KCT.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF257LEA	bam	bam		alignments	mm10	ENCSR000CMV	DNase-seq	/mouse-donors/ENCDO013AAA/	EFO:0005916	ES-CJ7	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		2	2_1		36					/files/ENCFF984FUG/	1641623916	ENCODE Processing Pipeline	28425d3580fee4d5ea3c8a4a785f1aa3		https://www.encodeproject.org/files/ENCFF257LEA/@@download/ENCFF257LEA.bam				released	s3://encode-public/2018/05/22/6448708e-72bd-41bb-aa37-cac2f7f604fd/ENCFF257LEA.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF984FUG	bam	bam		unfiltered alignments	mm10	ENCSR000CMV	DNase-seq	/mouse-donors/ENCDO013AAA/	EFO:0005916	ES-CJ7	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		2	2_1		36					/files/ENCFF001PJR/, /files/ENCFF340HIY/	2205426590	ENCODE Processing Pipeline	80025627aedf242469349c9689bc51d5		https://www.encodeproject.org/files/ENCFF984FUG/@@download/ENCFF984FUG.bam				released	s3://encode-public/2018/05/22/19f6ac0a-e9fa-4084-a116-051166d12e52/ENCFF984FUG.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF848KQE	bam	bam		alignments	mm10	ENCSR000CMV	DNase-seq	/mouse-donors/ENCDO013AAA/	EFO:0005916	ES-CJ7	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		1	1_1, 1_2		36					/files/ENCFF677DWU/, /files/ENCFF151KCT/	16498899883	ENCODE Processing Pipeline	c8dcfa153fea1b1475acdfc6ccb8122b		https://www.encodeproject.org/files/ENCFF848KQE/@@download/ENCFF848KQE.bam				released	s3://encode-public/2018/05/22/52ae0e3f-28a5-4078-9b8d-c7b7b69f8bb9/ENCFF848KQE.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF162RJV	bam	bam		alignments	mm10	ENCSR000CMV	DNase-seq	/mouse-donors/ENCDO013AAA/	EFO:0005916	ES-CJ7	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		2	2_1		36					/files/ENCFF914FEQ/, /files/ENCFF882SRG/	1633072173	ENCODE Processing Pipeline	ea3aaccde33cd77bd2120a583a7ad0ce		https://www.encodeproject.org/files/ENCFF162RJV/@@download/ENCFF162RJV.bam				released	s3://encode-public/2021/02/08/e1055dea-aea9-48e0-bea3-78c101913165/ENCFF162RJV.bam	ENCODE4 v3.0.0 mm10	released	low read depth, low spot score		
ENCFF021VJV	bam	bam		unfiltered alignments	mm10	ENCSR000CMV	DNase-seq	/mouse-donors/ENCDO013AAA/	EFO:0005916	ES-CJ7	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		1	1_1, 1_2		36					/files/ENCFF001OHW/, /files/ENCFF376DTQ/, /files/ENCFF001OHV/, /files/ENCFF063EBQ/, /files/ENCFF001OHX/, /files/ENCFF500YKJ/, /files/ENCFF001PJK/	25261951280	ENCODE Processing Pipeline	a26e4b50fdafa53544fbf595c1d866ee		https://www.encodeproject.org/files/ENCFF021VJV/@@download/ENCFF021VJV.bam				released	s3://encode-public/2021/02/08/5ea3ae60-43a5-4a16-9db1-db00af70783f/ENCFF021VJV.bam	ENCODE4 v3.0.0 mm10	released	low read depth, low spot score		
ENCFF914FEQ	bam	bam		unfiltered alignments	mm10	ENCSR000CMV	DNase-seq	/mouse-donors/ENCDO013AAA/	EFO:0005916	ES-CJ7	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		2	2_1		36					/files/ENCFF001PJR/, /files/ENCFF063EBQ/	2591963930	ENCODE Processing Pipeline	5c6404828d6a001098b216a0608d4f7f		https://www.encodeproject.org/files/ENCFF914FEQ/@@download/ENCFF914FEQ.bam				released	s3://encode-public/2021/02/08/124e78ef-8672-4de7-a5c5-3c3744841c98/ENCFF914FEQ.bam	ENCODE4 v3.0.0 mm10	released	low read depth, low spot score		
ENCFF606MBO	bam	bam		alignments	mm10	ENCSR000CMV	DNase-seq	/mouse-donors/ENCDO013AAA/	EFO:0005916	ES-CJ7	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		1	1_1, 1_2		36					/files/ENCFF021VJV/, /files/ENCFF882SRG/	14598488705	ENCODE Processing Pipeline	06e5fe0f2a5fca0b41cbf7139a4b9ccb		https://www.encodeproject.org/files/ENCFF606MBO/@@download/ENCFF606MBO.bam				released	s3://encode-public/2021/02/08/142f4bb7-7095-4e9c-bcf3-ae3a08cb47b2/ENCFF606MBO.bam	ENCODE4 v3.0.0 mm10	released	low read depth, low spot score		
ENCFF947YPV	bam	bam		alignments	mm10-minimal	ENCSR742DUR	DNase-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	tissue	Mus musculus											DNA						2015-10-14	ENCODE				1	1_1		36					/files/ENCFF563NNA/, /files/ENCFF109IYL/, /files/ENCFF527YUJ/, /files/ENCFF919CCU/	12970467536	John Stamatoyannopoulos, UW	f23e8e8c23d99c5d5653c82ce68c47a8		https://www.encodeproject.org/files/ENCFF947YPV/@@download/ENCFF947YPV.bam				archived	s3://encode-public/2015/11/13/664f3a19-4331-42ff-850e-1b8f23fb4237/ENCFF947YPV.bam	Lab custom mm10-minimal	archived			
ENCFF630NJP	bam	bam		unfiltered alignments	mm10	ENCSR742DUR	DNase-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	tissue	Mus musculus											DNA						2015-10-14	ENCODE				1	1_1		36					/files/ENCFF340HIY/, /files/ENCFF563NNA/, /files/ENCFF527YUJ/, /files/ENCFF919CCU/, /files/ENCFF109IYL/	18330237950	ENCODE Processing Pipeline	d5152abf9ea72dcbd755b85ee84fb618		https://www.encodeproject.org/files/ENCFF630NJP/@@download/ENCFF630NJP.bam				archived	s3://encode-public/2016/10/23/9531874d-3ae8-470f-89b8-85632d531f5b/ENCFF630NJP.bam	ENCODE3 mm10	archived			
ENCFF199WPL	bam	bam		alignments	mm10	ENCSR742DUR	DNase-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	tissue	Mus musculus											DNA						2015-10-14	ENCODE				1	1_1		36					/files/ENCFF630NJP/	12802621293	ENCODE Processing Pipeline	116e48ac7f8e684760d43467d9d75c37		https://www.encodeproject.org/files/ENCFF199WPL/@@download/ENCFF199WPL.bam				archived	s3://encode-public/2016/10/23/233cede9-0297-4e76-a722-3e61a9834802/ENCFF199WPL.bam	ENCODE3 mm10	archived			
ENCFF410PCK	bam	bam		unfiltered alignments	mm10	ENCSR742DUR	DNase-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	tissue	Mus musculus											DNA						2015-10-14	ENCODE				1	1_1		36					/files/ENCFF340HIY/, /files/ENCFF563NNA/, /files/ENCFF527YUJ/, /files/ENCFF919CCU/, /files/ENCFF109IYL/	18387962318	ENCODE Processing Pipeline	4ded48cdc7162a0b32e342d7f1121a55		https://www.encodeproject.org/files/ENCFF410PCK/@@download/ENCFF410PCK.bam				released	s3://encode-public/2017/08/24/7a1e1aef-0e71-459a-b509-ad3c4ba2e6d3/ENCFF410PCK.bam	ENCODE3 mm10	archived			
ENCFF075WKU	bam	bam		alignments	mm10	ENCSR742DUR	DNase-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	tissue	Mus musculus											DNA						2015-10-14	ENCODE				1	1_1		36					/files/ENCFF410PCK/	13219653500	ENCODE Processing Pipeline	ec1c1b4d503a9c7c0b7ce60937d3d9c3		https://www.encodeproject.org/files/ENCFF075WKU/@@download/ENCFF075WKU.bam				released	s3://encode-public/2017/08/24/fcd5e8e3-71a6-4ef6-9c51-43793d7b0bf3/ENCFF075WKU.bam	ENCODE3 mm10	archived			
ENCFF717JUQ	bam	bam		unfiltered alignments	mm10	ENCSR742DUR	DNase-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	tissue	Mus musculus											DNA						2015-10-14	ENCODE				1	1_1		36					/files/ENCFF919CCU/, /files/ENCFF527YUJ/, /files/ENCFF063EBQ/, /files/ENCFF109IYL/, /files/ENCFF563NNA/	25648441972	ENCODE Processing Pipeline	6fc2a25a5eee1a8ee5455e9ada61bbeb		https://www.encodeproject.org/files/ENCFF717JUQ/@@download/ENCFF717JUQ.bam				released	s3://encode-public/2020/10/20/1179506d-7cd5-439a-809b-55237008dc74/ENCFF717JUQ.bam	ENCODE4 v3.0.0-alpha.2 mm10	released			
ENCFF339CEB	bam	bam		alignments	mm10	ENCSR742DUR	DNase-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	tissue	Mus musculus											DNA						2015-10-14	ENCODE				1	1_1		36					/files/ENCFF882SRG/, /files/ENCFF717JUQ/	13126001002	ENCODE Processing Pipeline	17d5c66158f8a28e8d478e4a75e5ca53		https://www.encodeproject.org/files/ENCFF339CEB/@@download/ENCFF339CEB.bam				released	s3://encode-public/2020/10/20/5488f088-d4a3-46f9-be26-98222ddc7550/ENCFF339CEB.bam	ENCODE4 v3.0.0-alpha.2 mm10	released			
ENCFF001PWX	bam	bam		alignments	mm9	ENCSR000CNT	DNase-seq	/mouse-donors/ENCDO350LAJ/	EFO:0005481	Patski	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		1	1_1		36					/files/ENCFF001PXD/, /files/ENCFF001PXE/	1107146409	John Stamatoyannopoulos, UW	13d7c8ce0ba2879515efc23e7d9be344		https://www.encodeproject.org/files/ENCFF001PWX/@@download/ENCFF001PWX.bam				archived	s3://encode-public/2011/05/06/44affcff-b941-44ac-8320-ee32f8ddb2a0/ENCFF001PWX.bam	Lab custom mm9	archived	low read depth, low spot score		
ENCFF001PXB	bam	bam		alignments	mm9	ENCSR000CNT	DNase-seq	/mouse-donors/ENCDO350LAJ/	EFO:0005481	Patski	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		2	2_1		36					/files/ENCFF001PXF/, /files/ENCFF001PXG/	1191258964	John Stamatoyannopoulos, UW	87f5a36910a35d1414239b4210c0d5f1		https://www.encodeproject.org/files/ENCFF001PXB/@@download/ENCFF001PXB.bam				archived	s3://encode-public/2011/05/06/46a47a45-550e-47a4-a9b0-41520f7a464f/ENCFF001PXB.bam	Lab custom mm9	archived	low read depth, low spot score		
